index,name,type_code,type_name,addressable,parent_index,region,area,city,settlement,act_date,url
188436,Волосово Уооп Приоритет,ТИ,Технический индекс,0,188448,Ленинградская область,Волосовский район,Волосово,,2023-08-31,https://pochtovyindex.ru/index/188436/
188437,Волосово,ТК,ТК,0,188499,Ленинградская область,Волосовский район,Волосово,,2023-03-24,https://pochtovyindex.ru/index/188437/
188438,Кингисепп Почтамт Склад Тмц №2,СКЛАД ТМЦ,Склад,0,188499,Ленинградская область,Волосовский район,Волосово,,2024-12-16,https://pochtovyindex.ru/index/188438/
188440,Молосковицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Молосковицы,,2023-03-31,https://pochtovyindex.ru/index/188440/
188442,Курск,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Курск,,2023-03-31,https://pochtovyindex.ru/index/188442/
188444,Большой Сабск,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Большой Сабск,,2023-03-31,https://pochtovyindex.ru/index/188444/
188445,Хотнежа,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Большой Сабск,,2026-04-15,https://pochtovyindex.ru/index/188445/
188446,Ущевицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Ущевицы,,2023-03-31,https://pochtovyindex.ru/index/188446/
188447,Беседа,О,Отделение почтовой связи,1,188499,Ленинградская область,Волосовский район,Беседа,,2023-03-31,https://pochtovyindex.ru/index/188447/
188448,Волосово Уооп,УООП,УООП,0,188499,Ленинградская область,Волосовский район,Волосово,,2024-05-13,https://pochtovyindex.ru/index/188448/
188449,Волосово Почтамт,П,Почтамт,1,190700,Ленинградская область,Волосовский район,Волосово,,2010-01-19,https://pochtovyindex.ru/index/188449/
188450,Кингисепп Атп,АТП,АТП,0,190700,Ленинградская область,Кингисеппский район,Кингисепп,,2024-06-17,https://pochtovyindex.ru/index/188450/
188451,Кингисеппский,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисеппский,,2000-10-30,https://pochtovyindex.ru/index/188451/
188452,Кингисепп 52,ПЕРЕДВИЖНОЕ ОС,Передвижное отделение связи,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2015-08-06,https://pochtovyindex.ru/index/188452/
188453,Кошкино,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кошкино,,2000-10-30,https://pochtovyindex.ru/index/188453/
188455,Лесобиржа,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2018-05-30,https://pochtovyindex.ru/index/188455/
188456,Касколовка,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2000-10-30,https://pochtovyindex.ru/index/188456/
188457,Алексеевка,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Алексеевка,,2000-10-30,https://pochtovyindex.ru/index/188457/
188458,Веймарн,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Веймарн,,2018-08-13,https://pochtovyindex.ru/index/188458/
188459,Ивановское,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Ивановское,,2000-10-30,https://pochtovyindex.ru/index/188459/
188460,Ополье,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Ополье,,2000-10-30,https://pochtovyindex.ru/index/188460/
188462,Фалилеево,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Фалилеево,,2000-10-30,https://pochtovyindex.ru/index/188462/
188465,Нежново,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Нежново,,2000-10-30,https://pochtovyindex.ru/index/188465/
188467,Котлы,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Котельский,,2026-04-15,https://pochtovyindex.ru/index/188467/
188468,Котельский,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Котельский,,2000-10-30,https://pochtovyindex.ru/index/188468/
188469,Керстово,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Керстово,,2000-10-30,https://pochtovyindex.ru/index/188469/
188470,Куровицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Куровицы,,2000-10-30,https://pochtovyindex.ru/index/188470/
188471,Усть-Луга,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Усть-Луга,,2010-10-13,https://pochtovyindex.ru/index/188471/
188472,Усть-Луга,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Усть-Луга,,2023-02-08,https://pochtovyindex.ru/index/188472/
188474,Кингисепп 74,ПЕРЕДВИЖНОЕ ОС,Передвижное отделение связи,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2018-04-05,https://pochtovyindex.ru/index/188474/
188475,Большое Куземкино,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Большое Куземкино,,2000-10-30,https://pochtovyindex.ru/index/188475/
188477,Вистино,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Вистино,,2000-10-30,https://pochtovyindex.ru/index/188477/
188478,Логи,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Логи,,2000-10-30,https://pochtovyindex.ru/index/188478/
188479,Большая Пустомержа,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Большая Пустомержа,,2000-10-30,https://pochtovyindex.ru/index/188479/
188480,Кингисепп,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2010-01-19,https://pochtovyindex.ru/index/188480/
188482,Кингисепп 2,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2000-10-30,https://pochtovyindex.ru/index/188482/
188484,Кингисепп 4,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2000-10-30,https://pochtovyindex.ru/index/188484/
188485,Кингисепп 5,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2000-10-30,https://pochtovyindex.ru/index/188485/
188487,Кингисепп 7,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2000-10-30,https://pochtovyindex.ru/index/188487/
188489,Кингисепп Почтамт Уч. Тары,ТИ,Технический индекс,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2006-11-14,https://pochtovyindex.ru/index/188489/
188490,Ивангород,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Ивангород,,2000-10-30,https://pochtovyindex.ru/index/188490/
188491,Ивангород 1,О,Отделение почтовой связи,1,188499,Ленинградская область,Кингисеппский район,Ивангород,,2000-10-30,https://pochtovyindex.ru/index/188491/
188494,Кингисепп Уооп Пк,ТИ,Технический индекс,0,188498,Ленинградская область,Кингисеппский район,Кингисепп,,2023-08-31,https://pochtovyindex.ru/index/188494/
188495,Кингисепп Уооп Приоритет,ТИ,Технический индекс,0,188498,Ленинградская область,Кингисеппский район,Кингисепп,,2023-08-31,https://pochtovyindex.ru/index/188495/
188496,Кингисепп Участок Хранения Нно,УННО,УННО,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2025-04-21,https://pochtovyindex.ru/index/188496/
188497,Кингисепп Почтамт Склад Тмц №1,СКЛАД ТМЦ,Склад,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2024-12-16,https://pochtovyindex.ru/index/188497/
188498,Кингисепп Уооп,УООП,УООП,0,188499,Ленинградская область,Кингисеппский район,Кингисепп,,2024-05-13,https://pochtovyindex.ru/index/188498/
188499,Кингисепп Почтамт,П,Почтамт,1,190700,Ленинградская область,Кингисеппский район,Кингисепп,,2010-01-19,https://pochtovyindex.ru/index/188499/
188501,Низино,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Низино,,2023-03-31,https://pochtovyindex.ru/index/188501/
188502,Горбунки,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Горбунки,,2023-03-31,https://pochtovyindex.ru/index/188502/
188505,Аннино,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Аннино,,2023-03-31,https://pochtovyindex.ru/index/188505/
188506,Малое Карлино,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Малое Карлино,,2023-03-31,https://pochtovyindex.ru/index/188506/
188507,Новоселье,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Новоселье,,2023-03-31,https://pochtovyindex.ru/index/188507/
188508,Виллози,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Виллози,,2023-03-31,https://pochtovyindex.ru/index/188508/
188509,Малое Карлино,АП,АП,0,188499,Ленинградская область,Ломоносовский район,Малое Карлино,,2023-03-31,https://pochtovyindex.ru/index/188509/
188510,Новогорелово,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Новогорелово,,2023-03-31,https://pochtovyindex.ru/index/188510/
188513,Разбегаево,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Разбегаево,,2023-03-31,https://pochtovyindex.ru/index/188513/
188514,Ропша,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Ропша,,2023-03-31,https://pochtovyindex.ru/index/188514/
188515,Кипень,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Кипень,,2023-03-31,https://pochtovyindex.ru/index/188515/
188516,Русско-Высоцкое,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Русско-Высоцкое,,2023-03-31,https://pochtovyindex.ru/index/188516/
188517,Лаголово,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Лаголово,,2023-03-31,https://pochtovyindex.ru/index/188517/
188518,Яльгелево,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Яльгелево,,2023-03-31,https://pochtovyindex.ru/index/188518/
188520,Гостилицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Гостилицы,,2023-03-31,https://pochtovyindex.ru/index/188520/
188523,Лопухинка,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Лопухинка,,2023-03-31,https://pochtovyindex.ru/index/188523/
188524,Глобицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Глобицы,,2023-03-31,https://pochtovyindex.ru/index/188524/
188525,Копорье,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Копорье,,2023-03-31,https://pochtovyindex.ru/index/188525/
188527,Оржицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Оржицы,,2023-03-31,https://pochtovyindex.ru/index/188527/
188528,Озерное,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Жилой Городок Озерное,,2026-05-04,https://pochtovyindex.ru/index/188528/
188530,Пеники,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Пеники,,2023-03-31,https://pochtovyindex.ru/index/188530/
188531,Большая Ижора,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Большая Ижора,,2023-03-31,https://pochtovyindex.ru/index/188531/
188532,Лебяжье,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Лебяжье,,2023-03-31,https://pochtovyindex.ru/index/188532/
188534,Коваши,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Коваши,,2023-03-31,https://pochtovyindex.ru/index/188534/
188535,Шепелево,О,Отделение почтовой связи,1,188499,Ленинградская область,Ломоносовский район,Шепелево,,2023-03-31,https://pochtovyindex.ru/index/188535/
188538,Волосово 38,ПЕРЕДВИЖНОЕ ОС,Передвижное отделение связи,0,188499,Ленинградская область,Волосовский район,Волосово,,2023-03-31,https://pochtovyindex.ru/index/188538/
188540,Сосновый Бор,О,Отделение почтовой связи,1,188499,Ленинградская область,,Сосновый Бор,,2010-11-01,https://pochtovyindex.ru/index/188540/
188541,Сосновый Бор 1,О,Отделение почтовой связи,1,188499,Ленинградская область,,Сосновый Бор,,2010-11-01,https://pochtovyindex.ru/index/188541/
188542,Сосновый Бор 2,О,Отделение почтовой связи,1,188499,Ленинградская область,,Сосновый Бор,,2010-11-01,https://pochtovyindex.ru/index/188542/
188544,Сосновый Бор 4,О,Отделение почтовой связи,1,188499,Ленинградская область,,Сосновый Бор,,2010-11-01,https://pochtovyindex.ru/index/188544/
188550,Старополье,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Старополье,,2010-11-01,https://pochtovyindex.ru/index/188550/
188551,Заручье,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Заручье,,2010-11-01,https://pochtovyindex.ru/index/188551/
188553,Овсище,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Овсище,,2010-11-01,https://pochtovyindex.ru/index/188553/
188556,Ложголово,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Ложголово,,2010-11-01,https://pochtovyindex.ru/index/188556/
188560,Сланцы,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Сланцы,,2010-11-01,https://pochtovyindex.ru/index/188560/
188561,Сланцы 1,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Сланцы,,2010-11-01,https://pochtovyindex.ru/index/188561/
188563,Сланцы 3,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Сланцы,,2010-11-01,https://pochtovyindex.ru/index/188563/
188564,Сланцы 4,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Сланцы,,2010-11-01,https://pochtovyindex.ru/index/188564/
188565,Сланцы 5,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Сланцы,,2010-11-01,https://pochtovyindex.ru/index/188565/
188571,Попкова Гора,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Попкова Гора,,2010-11-01,https://pochtovyindex.ru/index/188571/
188572,Выскатка,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Выскатка,,2010-11-01,https://pochtovyindex.ru/index/188572/
188574,Новоселье,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Новоселье,,2010-11-01,https://pochtovyindex.ru/index/188574/
188576,Гостицы,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Гостицы,,2010-11-01,https://pochtovyindex.ru/index/188576/
188577,Загривье,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Загривье,,2010-11-01,https://pochtovyindex.ru/index/188577/
188578,Черновское,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Черновское,,2010-11-01,https://pochtovyindex.ru/index/188578/
188579,Монастырек,О,Отделение почтовой связи,1,188499,Ленинградская область,Сланцевский район,Монастырек,,2010-11-01,https://pochtovyindex.ru/index/188579/
188630,Всеволожск Атп,АТП,АТП,0,190700,Ленинградская область,Всеволожский район,Всеволожск,,2024-06-17,https://pochtovyindex.ru/index/188630/
188632,Сертолово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Сертолово,,2021-12-10,https://pochtovyindex.ru/index/188632/
188640,Всеволожск,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2010-01-19,https://pochtovyindex.ru/index/188640/
188641,Всеволожск 1,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2000-10-30,https://pochtovyindex.ru/index/188641/
188642,Всеволожск 2,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2000-10-30,https://pochtovyindex.ru/index/188642/
188643,Всеволожск 3,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2000-10-30,https://pochtovyindex.ru/index/188643/
188644,Всеволожск 4,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2000-10-30,https://pochtovyindex.ru/index/188644/
188645,Всеволожск 5,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Всеволожск,,2002-02-21,https://pochtovyindex.ru/index/188645/
188646,Всеволожск Участок Хранения Нно,УННО,УННО,0,188699,Ленинградская область,Всеволожский район,Всеволожск,,2025-04-21,https://pochtovyindex.ru/index/188646/
188647,Всеволожск Уооп Пк,ТИ,Технический индекс,0,188698,Ленинградская область,Всеволожский район,Всеволожск,,2023-08-31,https://pochtovyindex.ru/index/188647/
188648,Всеволожск Уооп Приоритет,ТИ,Технический индекс,0,188698,Ленинградская область,Всеволожский район,Всеволожск,,2023-08-31,https://pochtovyindex.ru/index/188648/
188649,Всеволожск Почтамт  Уч. Тары,ТИ,Технический индекс,0,188699,Ленинградская область,Всеволожский район,Всеволожск,,2006-11-14,https://pochtovyindex.ru/index/188649/
188650,Сертолово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Сертолово,,2000-10-30,https://pochtovyindex.ru/index/188650/
188651,Сертолово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Сертолово,,2018-05-30,https://pochtovyindex.ru/index/188651/
188652,Юкки,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Юкки,,2000-10-30,https://pochtovyindex.ru/index/188652/
188653,Агалатово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Агалатово,,2000-10-30,https://pochtovyindex.ru/index/188653/
188654,Стеклянный,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Стеклянный,,2000-10-30,https://pochtovyindex.ru/index/188654/
188655,Сертолово 1,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Сертолово,,2003-11-05,https://pochtovyindex.ru/index/188655/
188656,Куйвози,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Гарболово,,2026-04-15,https://pochtovyindex.ru/index/188656/
188657,Матокса,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Матокса,,2000-10-30,https://pochtovyindex.ru/index/188657/
188658,Гарболово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Гарболово,,2000-10-30,https://pochtovyindex.ru/index/188658/
188659,Лесное,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Лесное,,2008-11-24,https://pochtovyindex.ru/index/188659/
188660,Бугры,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Бугры,,2000-10-30,https://pochtovyindex.ru/index/188660/
188661,Новое Девяткино,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Новое Девяткино,,2004-05-13,https://pochtovyindex.ru/index/188661/
188662,Мурино,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2000-10-30,https://pochtovyindex.ru/index/188662/
188663,Кузьмоловский,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Кузьмоловский,,2000-10-30,https://pochtovyindex.ru/index/188663/
188664,Токсово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Токсово,,2000-10-30,https://pochtovyindex.ru/index/188664/
188665,Осельки,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Осельки,,2012-02-07,https://pochtovyindex.ru/index/188665/
188666,Мурино 6,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2017-02-10,https://pochtovyindex.ru/index/188666/
188667,Рапполово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Рапполово,,2000-10-30,https://pochtovyindex.ru/index/188667/
188668,Лесколово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Лесколово,,2000-10-30,https://pochtovyindex.ru/index/188668/
188669,Мурино 9,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2019-10-02,https://pochtovyindex.ru/index/188669/
188670,Романовка,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Романовка,,2000-10-30,https://pochtovyindex.ru/index/188670/
188671,Рахья,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Рахья,,2000-10-30,https://pochtovyindex.ru/index/188671/
188672,Борисова Грива,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Борисова Грива,,2000-10-30,https://pochtovyindex.ru/index/188672/
188673,Новое Девяткино 3,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Новое Девяткино,,2017-04-17,https://pochtovyindex.ru/index/188673/
188674,Ваганово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Ваганово,,2000-10-30,https://pochtovyindex.ru/index/188674/
188675,Ладожское Озеро,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Ладожское Озеро,,2000-10-30,https://pochtovyindex.ru/index/188675/
188676,Щеглово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Щеглово,,2004-05-13,https://pochtovyindex.ru/index/188676/
188677,Мурино,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2021-09-16,https://pochtovyindex.ru/index/188677/
188678,Мурино 8,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2019-02-08,https://pochtovyindex.ru/index/188678/
188679,Им. Морозова,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Имени Морозова,,2020-04-23,https://pochtovyindex.ru/index/188679/
188680,Колтуши,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Колтуши,,2000-10-30,https://pochtovyindex.ru/index/188680/
188681,Хапо-Ое,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Хапо-Ое,,2000-10-30,https://pochtovyindex.ru/index/188681/
188682,Им. Свердлова,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Имени Свердлова,,2020-04-23,https://pochtovyindex.ru/index/188682/
188683,Им. Свердлова,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Имени Свердлова,,2020-04-23,https://pochtovyindex.ru/index/188683/
188684,Дубровка,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Невская Дубровка,,2026-04-17,https://pochtovyindex.ru/index/188684/
188685,Воейково,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Воейково,,2000-10-30,https://pochtovyindex.ru/index/188685/
188686,Разметелево,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Разметелево,,2000-10-30,https://pochtovyindex.ru/index/188686/
188687,Мурино,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Мурино,,2022-12-19,https://pochtovyindex.ru/index/188687/
188688,Колтуши 1,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Колтуши,,2026-04-06,https://pochtovyindex.ru/index/188688/
188689,Янино-Первое,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Янино-1,,2000-10-30,https://pochtovyindex.ru/index/188689/
188690,Всеволожск Укд,УКД,УКД,0,190700,Санкт-Петербург,,,,2021-03-01,https://pochtovyindex.ru/index/188690/
188691,Кудрово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Кудрово,,2015-09-01,https://pochtovyindex.ru/index/188691/
188692,Кудрово 2,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Кудрово,,2017-04-17,https://pochtovyindex.ru/index/188692/
188693,Кудрово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Кудрово,,2022-12-19,https://pochtovyindex.ru/index/188693/
188694,Кудрово Ппс,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Кудрово,,2024-01-23,https://pochtovyindex.ru/index/188694/
188695,Васкелово,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Васкелово,,2000-10-30,https://pochtovyindex.ru/index/188695/
188696,Ненимяки,О,Отделение почтовой связи,1,188699,Ленинградская область,Всеволожский район,Ненимяки,,2012-02-10,https://pochtovyindex.ru/index/188696/
188698,Всеволожск Уооп,УООП,УООП,0,188699,Ленинградская область,Всеволожский район,Всеволожск,,2024-05-13,https://pochtovyindex.ru/index/188698/
188699,Всеволожск Почтамт,П,Почтамт,1,190700,Ленинградская область,Всеволожский район,Всеволожск,,2010-01-19,https://pochtovyindex.ru/index/188699/
188730,Сосново,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Сосново,,2010-12-03,https://pochtovyindex.ru/index/188730/
188731,Сосново 1,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Сосново,,2010-12-03,https://pochtovyindex.ru/index/188731/
188732,Петровское,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Петровское,,2010-12-03,https://pochtovyindex.ru/index/188732/
188733,Раздолье,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Раздолье,,2010-12-03,https://pochtovyindex.ru/index/188733/
188734,Запорожское,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Запорожское,,2010-12-03,https://pochtovyindex.ru/index/188734/
188736,Кривко,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Кривко,,2010-12-03,https://pochtovyindex.ru/index/188736/
188740,Громово,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Громово,,2013-12-17,https://pochtovyindex.ru/index/188740/
188741,Суходолье,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Суходолье,,2010-12-03,https://pochtovyindex.ru/index/188741/
188742,Саперное,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Сапёрное,,2025-07-25,https://pochtovyindex.ru/index/188742/
188743,Ромашки,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Ромашки,,2010-12-03,https://pochtovyindex.ru/index/188743/
188744,Громово,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Громово,,2010-12-03,https://pochtovyindex.ru/index/188744/
188750,Плодовое,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Плодовое,,2010-12-03,https://pochtovyindex.ru/index/188750/
188751,Кузнечное,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Кузнечное,,2010-12-03,https://pochtovyindex.ru/index/188751/
188752,Севастьяново,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Севастьяново,,2010-12-03,https://pochtovyindex.ru/index/188752/
188753,Мичуринское,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Мичуринское,,2010-12-03,https://pochtovyindex.ru/index/188753/
188754,Красноозерное,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Красноозёрное,,2025-07-25,https://pochtovyindex.ru/index/188754/
188757,Сосново Уооп Пк,ТИ,Технический индекс,0,188759,Ленинградская область,Приозерский район,Сосново,,2023-08-31,https://pochtovyindex.ru/index/188757/
188758,Сосново Уооп Приоритет,ТИ,Технический индекс,0,188759,Ленинградская область,Приозерский район,Сосново,,2023-08-31,https://pochtovyindex.ru/index/188758/
188759,Сосново Уооп,УООП,УООП,0,188699,Ленинградская область,Приозерский район,Сосново,,2024-05-13,https://pochtovyindex.ru/index/188759/
188760,Приозерск,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Приозерск,,2010-12-03,https://pochtovyindex.ru/index/188760/
188761,Приозерск 1,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Приозерск,,2010-12-03,https://pochtovyindex.ru/index/188761/
188763,Ларионово,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Ларионово,,2010-12-03,https://pochtovyindex.ru/index/188763/
188764,Коммунары,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Коммунары,,2010-12-03,https://pochtovyindex.ru/index/188764/
188765,Мельниково,О,Отделение почтовой связи,1,188699,Ленинградская область,Приозерский район,Мельниково,,2010-12-03,https://pochtovyindex.ru/index/188765/
